release_id,file_key,srl,field_name,name,block,item,length,byte_start,byte_end,remarks
calendar_2024,cperv1,17,ssu,Sample Household Number,1,15,2,39,40,
calendar_2024,cperv1,18,srl,Person Serial No.,4,1,2,41,42,
calendar_2024,cperv1,19,rel,Relationship To Head,4,4,1,43,43,
calendar_2024,cperv1,20,sex,Sex,4,5,1,44,44,
calendar_2024,cperv1,21,age,Age,4,6,3,45,47,
calendar_2024,cperv1,22,marst,Marital Status,4,7,1,48,48,
calendar_2024,cperv1,23,gedu_lvl,General Educaion Level,4,8,2,49,50,
calendar_2024,cperv1,24,tedu_lvl,Technical Educaion Level,4,9,2,51,52,
calendar_2024,cperv1,25,form_edu,No. of years in Formal Education,4,10,2,53,54,
calendar_2024,cperv1,26,curr_att,Status of Current Attendance in Educational Institution,4,11,2,55,56,
calendar_2024,cperv1,27,voc,Whether received any Vocational/Technical Training,4,12,1,57,57,
calendar_2024,cperv1,28,voc_compl,Whether Training completed during last 365 Days,4.1,3,1,58,58,
calendar_2024,cperv1,29,voc_fld,Field Of Training,4.1,4,2,59,60,
calendar_2024,cperv1,30,voc_dur,Duration Of Training,4.1,5,1,61,61,
calendar_2024,cperv1,31,voc_typ,Type Of Training,4.1,6,1,62,62,
calendar_2024,cperv1,32,voc_fund,Source Of Funding The Training,4.1,7,1,63,63,
calendar_2024,cperv1,33,pas,Status Code,5.1,3,2,64,65,
calendar_2024,cperv1,34,ind_pas,Industry Code (NIC),5.1,5,5,66,70,
calendar_2024,cperv1,35,ocu_pas,Occupation Code (NCO),5.1,6,3,71,73,
calendar_2024,cperv1,36,has_sas,Whether Engaged In Any Work In Subsidiary Capacity,5.1,7,1,74,74,
calendar_2024,cperv1,37,loc_pas,(Principal)location Of Workplace Code,5.1,8,2,75,76,
calendar_2024,cperv1,38,etyp_pas,(Principal) Enterprise Type Code,5.1,9,2,77,78,
calendar_2024,cperv1,39,wrkr_pas,(Principal) No. Of Workers In The Enterprise,5.1,10,1,79,79,
calendar_2024,cperv1,40,job_pas,(Principal)  Type Of Job Contract,5.1,11,1,80,80,
calendar_2024,cperv1,41,leave_pas,(Principal) Eligble Of Paid Leave,5.1,12,1,81,81,
calendar_2024,cperv1,42,ssec_pas,(Principal) Social Security Benefits,5.1,13,1,82,82,
calendar_2024,cperv1,43,ecoprd_pas,(Principal) Usage of product of the economic activity,5.1,14,1,83,83,
calendar_2024,cperv1,44,sas,Status Code,5.2,3,2,84,85,
calendar_2024,cperv1,45,ind_sas,Industry Code (NIC),5.2,5,5,86,90,
calendar_2024,cperv1,46,ocu_sas,Occupation Code (NCO),5.2,6,3,91,93,
calendar_2024,cperv1,47,loc_sas,(Subsidiary) location Of Workplace Code,5.2,7,2,94,95,
calendar_2024,cperv1,48,etyp_sas,(Subsidiary)  Enterprise Type Code,5.2,8,2,96,97,
calendar_2024,cperv1,49,wrkr_sas,(Subsidiary)  No. Of Workers In The Enterprise,5.2,9,1,98,98,
calendar_2024,cperv1,50,job_sas,(Subsidiary)   Type Of Job Contract,5.2,10,1,99,99,
calendar_2024,cperv1,51,leave_sas,(Subsidiary)  Eligble Of Paid Leave,5.2,11,1,100,100,
calendar_2024,cperv1,52,ssec_sas,(Subsidiary)  Social Security Benefits,5.2,12,1,101,101,
calendar_2024,cperv1,53,ecoprd_sas,(Subsidiary) Usage of product of the economic activity,5.2,13,1,102,102,
calendar_2024,cperv1,54,wrk_365,Ever Worked Prior to last 365 days,5.3,5,1,103,103,
calendar_2024,cperv1,55,dur_pas,Duration of engagement in the economic activity in usual Principal Activity Status,5.3,6,1,104,104,
calendar_2024,cperv1,56,dur_sas,Duration of engagement in the economic activity in Subsidiary Activity Status,5.3,7,1,105,105,
calendar_2024,cperv1,57,eff_pas,Efforts undertaken to search work,5.3,8,1,106,106,
calendar_2024,cperv1,58,dur_unp,Duration of spell of Unemployment,5.3,9,1,107,107,
calendar_2024,cperv1,59,evr_wrk,Whether Ever Worked ,5.3,10,1,108,108,
calendar_2024,cperv1,60,rea_nw, Reason for not working in last 365 days,5.3,11,2,109,110,
calendar_2024,cperv1,61,rea,Main reason for being in Principal activity status (91 to 97) ,5.3,12,1,111,111,
calendar_2024,cperv1,62,das17,Status Code for activity 1,6,4/3.1,2,112,113,
calendar_2024,cperv1,63,ind17,Industry Code (NIC) for activity 1,6,5/3.1,2,114,115,
calendar_2024,cperv1,64,hr17,hours actuallly worked for activity 1 on 7 th day,6,6/3.1,2,116,117,
calendar_2024,cperv1,65,ern17,wage earning for activity 1 on 7 th day,6,9/3.1,5,118,122,
calendar_2024,cperv1,66,das27,Status Code for activity 2,6,4/3.1,2,123,124,
calendar_2024,cperv1,67,ind27,Industry Code (NIC) for activity 2,6,5/3.1,2,125,126,
calendar_2024,cperv1,68,hr27,hours actuallly worked for activity 2 on 7 th day,6,6/3.1,2,127,128,
calendar_2024,cperv1,69,ern27,wage earning for activity 2 on 7 th day,6,9/3.1,5,129,133,
calendar_2024,cperv1,70,hr7,total hours actually worked on 7th day,6,7/3.1,2,134,135,
calendar_2024,cperv1,71,ahr7,hours available for aditional worked on 7th day,6,8/3.1,2,136,137,
calendar_2024,cperv1,72,das16,Status Code for activity 1,6,4/3.2,2,138,139,
calendar_2024,cperv1,73,ind16,Industry Code (NIC) for activity 1,6,5/3.2,2,140,141,
calendar_2024,cperv1,74,hr16,hours actuallly worked for activity 1 on 6 th day,6,6/3.2,2,142,143,
calendar_2024,cperv1,75,ern16,wage earning for activity 1 on 7 th day,6,9/3.2,5,144,148,
calendar_2024,cperv1,76,das26,Status Code for activity 2,6,4/3.2,2,149,150,
calendar_2024,cperv1,77,ind26,Industry Code (NIC) for activity 2,6,5/3.2,2,151,152,
calendar_2024,cperv1,78,hr26,hours actuallly worked for activity 2 on 6 th day,6,6/3.2,2,153,154,
calendar_2024,cperv1,79,ern26,wage earning for activity 2 on 6 th day,6,9/3.2,5,155,159,
calendar_2024,cperv1,80,hr6,total hours actually worked on 6th day,6,7/3.2,2,160,161,
calendar_2024,cperv1,81,ahr6,hours available for aditional worked on 6th day,6,8/3.2,2,162,163,
calendar_2024,cperv1,82,das15,Status Code for activity 1,6,4/3.3,2,164,165,
calendar_2024,cperv1,83,ind15,Industry Code (NIC) for activity 1,6,5/3.3,2,166,167,
calendar_2024,cperv1,84,hr15,hours actuallly worked for activity 1 on5 th day,6,6/3.3,2,168,169,
calendar_2024,cperv1,85,ern15,wage earning for activity 1 on 5 th day,6,9/3.3,5,170,174,
calendar_2024,cperv1,86,das25,Status Code for activity 2,6,4/3.3,2,175,176,
calendar_2024,cperv1,87,ind25,Industry Code (NIC) for activity 2,6,5/3.3,2,177,178,
calendar_2024,cperv1,88,hr25,hours actuallly worked for activity 2 on 5 th day,6,6/3.3,2,179,180,
calendar_2024,cperv1,89,ern25,wage earning for activity 2 on 5 th day,6,9/3.3,5,181,185,
calendar_2024,cperv1,90,hr5,total hours actually worked on 5th day,6,7/3.3,2,186,187,
calendar_2024,cperv1,91,ahr5,hours available for aditional worked on 5th day,6,8/3.3,2,188,189,
calendar_2024,cperv1,92,das14,Status Code for activity 1,6,4/3.4,2,190,191,
calendar_2024,cperv1,93,ind14,Industry Code (NIC) for activity 1,6,5/3.4,2,192,193,
calendar_2024,cperv1,94,hr14,hours actuallly worked for activity 1 on 4th day,6,6/3.4,2,194,195,
calendar_2024,cperv1,95,ern14,wage earning for activity 1 on 4th day,6,9/3.4,5,196,200,
calendar_2024,cperv1,96,das24,Status Code for activity 2,6,4/3.4,2,201,202,
calendar_2024,cperv1,97,ind24,Industry Code (NIC) for activity 2,6,5/3.4,2,203,204,
calendar_2024,cperv1,98,hr24,hours actuallly worked for activity 2 on 4th day,6,6/3.4,2,205,206,
calendar_2024,cperv1,99,ern24,wage earning for activity 2 on 4th day,6,9/3.4,5,207,211,
calendar_2024,cperv1,100,hr4,total hours actually worked on 4th day,6,7/3.4,2,212,213,
calendar_2024,cperv1,101,ahr4,hours available for aditional worked on 4th day,6,8/3.4,2,214,215,
calendar_2024,cperv1,102,das13,Status Code for activity 1,6,4/3.5,2,216,217,
calendar_2024,cperv1,103,ind13,Industry Code (NIC) for activity 1,6,5/3.5,2,218,219,
calendar_2024,cperv1,104,hr13,hours actuallly worked for activity 1 on 3rd day,6,6/3.5,2,220,221,
calendar_2024,cperv1,105,ern13,wage earning for activity 1 on 3rd day,6,9/3.5,5,222,226,
calendar_2024,cperv1,106,das23,Status Code for activity 2,6,4/3.5,2,227,228,
calendar_2024,cperv1,107,ind23,Industry Code (NIC) for activity 2,6,5/3.5,2,229,230,
calendar_2024,cperv1,108,hr23,hours actuallly worked for activity 2 on 3rd day,6,6/3.5,2,231,232,
calendar_2024,cperv1,109,ern23,wage earning for activity 2 on 3 rd day,6,9/3.5,5,233,237,
calendar_2024,cperv1,110,hr3,total hours actually worked on 3rd day,6,7/3.5,2,238,239,
calendar_2024,cperv1,111,ahr3,hours available for aditional worked on 3rd day,6,8/3.5,2,240,241,
calendar_2024,cperv1,112,das12,Status Code for activity 1,6,4/3.6,2,242,243,
calendar_2024,cperv1,113,ind12,Industry Code (NIC) for activity 1,6,5/3.6,2,244,245,
calendar_2024,cperv1,114,hr12,hours actuallly worked for activity 1 on 2nd day,6,6/3.6,2,246,247,
calendar_2024,cperv1,115,ern12,wage earning for activity 1 on 2nd day,6,9/3.6,5,248,252,
calendar_2024,cperv1,116,das22,Status Code for activity 2,6,4/3.6,2,253,254,
calendar_2024,cperv1,117,ind22,Industry Code (NIC) for activity 2,6,5/3.6,2,255,256,
calendar_2024,cperv1,118,hr22,hours actuallly worked for activity 2 on 2nd day,6,6/3.6,2,257,258,
calendar_2024,cperv1,119,ern22,wage earning for activity 2 on 2nd day,6,9/3.6,5,259,263,
calendar_2024,cperv1,120,hr2,total hours actually worked on 2nd day,6,7/3.6,2,264,265,
calendar_2024,cperv1,121,ahr2,hours available for aditional worked on 2nd day,6,8/3.6,2,266,267,
calendar_2024,cperv1,122,das11,Status Code for activity 1,6,4/3.7,2,268,269,
calendar_2024,cperv1,123,ind11,Industry Code (NIC) for activity 1,6,5/3.7,2,270,271,
calendar_2024,cperv1,124,hr11,hours actuallly worked for activity 1 on 1st day,6,6/3.7,2,272,273,
calendar_2024,cperv1,125,ern11,wage earning for activity 1 on 1st day,6,9/3.7,5,274,278,
calendar_2024,cperv1,126,das21,Status Code for activity 2,6,4/3.7,2,279,280,
calendar_2024,cperv1,127,ind21,Industry Code (NIC) for activity 2,6,5/3.7,2,281,282,
calendar_2024,cperv1,128,hr21,hours actuallly worked for activity 2 on 1st day,6,6/3.7,2,283,284,
calendar_2024,cperv1,129,ern21,wage earning for activity 2 on 1st day,6,9/3.7,5,285,289,
calendar_2024,cperv1,130,hr1,total hours actually worked on 1st day,6,7/3.7,2,290,291,
calendar_2024,cperv1,131,ahr1,hours available for aditional worked on 1st day,6,8/3.7,2,292,293,
calendar_2024,cperv1,132,acws,Current Weekly Status (CWS),6,5,2,294,295,
calendar_2024,cperv1,133,aind_cws,Industry Code (CWS),6,6,2,296,297,
calendar_2024,cperv1,134,ocu_cws,Occupation Code (CWS),6,7,3,298,300,
calendar_2024,cperv1,135,ern_reg,Earnings For Regular Salaried/Wage Activity,6,9,8,301,308,
calendar_2024,cperv1,136,ern_self,Earnings For Self Employed,6,10,8,309,316,
calendar_2024,cperv1,137,nss,Ns count for sector x stratum x substratum x sub-sample,Generated,,3,317,319,NSS
calendar_2024,cperv1,138,nsc,Ns count for sector x stratum x substratum,Generated,,3,320,322,NSC
calendar_2024,cperv1,139,mult,Sub-sample wise Multiplier,Generated,,10,323,332,MULT
calendar_2024,cperv1,140,no_qtr,count of contributing samples for State x Sector x Stratum x Sub-Stratum in 4 Quarters,Generated,,1,333,333,No_Qtr
