release_id,file_key,srl,field_name,name,block,item,length,byte_start,byte_end,remarks
annual_2020_21,perrv,71,sts25,Status Code for activity 2,6,4/3.5,2,169,170,
annual_2020_21,perrv,72,ind25,Industry Code (NIC) for activity 2,6,5/3.5,2,171,172,
annual_2020_21,perrv,73,hrs25,hours actuallly worked for activity 2 on 3rd day,6,6/3.5,2,173,174,
annual_2020_21,perrv,74,ern25,wage earning for activity 2 on 3 rd day,6,9/3.5,5,175,179,
annual_2020_21,perrv,75,tot_hrs5,total hours actually worked on 3rd day,6,7/3.5,2,180,181,
annual_2020_21,perrv,76,hav5,hours available for aditional worked on 3rd day,6,8/3.5,2,182,183,
annual_2020_21,perrv,77,sts16,Status Code for activity 1,6,4/3.6,2,184,185,
annual_2020_21,perrv,78,ind16,Industry Code (NIC) for activity 1,6,5/3.6,2,186,187,
annual_2020_21,perrv,79,hrs16,hours actuallly worked for activity 1 on 2nd day,6,6/3.6,2,188,189,
annual_2020_21,perrv,80,ern16,wage earning for activity 1 on 2nd day,6,9/3.6,5,190,194,
annual_2020_21,perrv,81,sts26,Status Code for activity 2,6,4/3.6,2,195,196,
annual_2020_21,perrv,82,ind26,Industry Code (NIC) for activity 2,6,5/3.6,2,197,198,
annual_2020_21,perrv,83,hrs26,hours actuallly worked for activity 2 on 2nd day,6,6/3.6,2,199,200,
annual_2020_21,perrv,84,ern26,wage earning for activity 2 on 2nd day,6,9/3.6,5,201,205,
annual_2020_21,perrv,85,tot_hrs6,total hours actually worked on 2nd day,6,7/3.6,2,206,207,
annual_2020_21,perrv,86,hav6,hours available for aditional worked on 2nd day,6,8/3.6,2,208,209,
annual_2020_21,perrv,87,sts17,Status Code for activity 1,6,4/3.7,2,210,211,
annual_2020_21,perrv,88,ind17,Industry Code (NIC) for activity 1,6,5/3.7,2,212,213,
annual_2020_21,perrv,89,hrs17,hours actuallly worked for activity 1 on 1st day,6,6/3.7,2,214,215,
annual_2020_21,perrv,90,ern17,wage earning for activity 1 on 1st day,6,9/3.7,5,216,220,
annual_2020_21,perrv,91,sts27,Status Code for activity 2,6,4/3.7,2,221,222,
annual_2020_21,perrv,92,ind27,Industry Code (NIC) for activity 2,6,5/3.7,2,223,224,
annual_2020_21,perrv,93,hrs27,hours actuallly worked for activity 2 on 1st day,6,6/3.7,2,225,226,
annual_2020_21,perrv,94,ern27,wage earning for activity 2 on 1st day,6,9/3.7,5,227,231,
annual_2020_21,perrv,95,tot_hrs7,total hours actually worked on 1st day,6,7/3.7,2,232,233,
annual_2020_21,perrv,96,hav7,hours available for aditional worked on 1st day,6,8/3.7,2,234,235,
annual_2020_21,perrv,97,aps_cws,Current Weekly Status (CWS),6,5,2,236,237,
annual_2020_21,perrv,98,aind_cws,Industry Code (CWS),6,6,2,238,239,
annual_2020_21,perrv,99,ocu_cws,Occupation Code (CWS),6,7,3,240,242,
annual_2020_21,perrv,100,ern_reg,Earnings For Regular Salarid/Wage Activity,6,9,8,243,250,
annual_2020_21,perrv,101,ern_self,Earnings For Regular Salarid/Wage Activity,6,10,8,251,258,
annual_2020_21,perrv,102,nss,Ns count for sector x stratum x substratum x sub-sample,Generated,,3,259,261,NSS
annual_2020_21,perrv,103,nsc,Ns count for sector x stratum x substratum,Generated,,3,262,264,NSC
annual_2020_21,perrv,104,mult,Sub-sample wise Multiplier,Generated,,10,265,274,MULT
annual_2020_21,perrv,105,no_qtr,Occurance of FSUs in State x Sector x Stratum x SubStratum in that Quarter including earlier visits,Generated,,1,275,275,No_Qtr
